code,parent,urn,name#ca,name#es,name#en,description#ca,description#es,description#en
20030101_07008_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07008_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07008_D02_O,Resta de Districte D02 - Binissalem,Resto de Distrito D02 - Binissalem,Rest of District D02 - Binissalem,,,
07008_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07008,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07008_O,Resta de Binissalem,Resto de Binissalem,Rest of Binissalem,,,
07009,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07009,Búger,Búger,Búger,,,
20030101_07009_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07009,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07009_D01,Districte D01 - Búger,Distrito D01 - Búger,District D01 - Búger,,,
20030101_07009_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07009_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07009_D01_S001,"Districte D01, Secció S001 - Búger","Distrito D01, Sección S001 - Búger","District D01, Section S001 - Búger",,,
20030101_07009_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07009_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07009_D01_O,Resta de Districte D01 - Búger,Resto de Distrito D01 - Búger,Rest of District D01 - Búger,,,
07009_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07009,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07009_O,Resta de Búger,Resto de Búger,Rest of Búger,,,
07010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07010,Bunyola,Bunyola,Bunyola,,,
20030101_07010_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D01,Districte D01 - Bunyola,Distrito D01 - Bunyola,District D01 - Bunyola,,,
20030101_07010_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D01_S001,"Districte D01, Secció S001 - Bunyola","Distrito D01, Sección S001 - Bunyola","District D01, Section S001 - Bunyola",,,
20030101_07010_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D01_S002,"Districte D01, Secció S002 - Bunyola","Distrito D01, Sección S002 - Bunyola","District D01, Section S002 - Bunyola",,,
20030101_07010_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D01_O,Resta de Districte D01 - Bunyola,Resto de Distrito D01 - Bunyola,Rest of District D01 - Bunyola,,,
20030101_07010_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D02,Districte D02 - Bunyola,Distrito D02 - Bunyola,District D02 - Bunyola,,,
20030101_07010_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D02_S001,"Districte D02, Secció S001 - Bunyola","Distrito D02, Sección S001 - Bunyola","District D02, Section S001 - Bunyola",,,
20030101_07010_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07010_D02_O,Resta de Districte D02 - Bunyola,Resto de Distrito D02 - Bunyola,Rest of District D02 - Bunyola,,,
07010_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07010_O,Resta de Bunyola,Resto de Bunyola,Rest of Bunyola,,,
07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,Calvià,Calvià,Calvià,,,
20030101_07011_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01,Districte D01 - Calvià,Distrito D01 - Calvià,District D01 - Calvià,,,
20030101_07011_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01_S001,"Districte D01, Secció S001 - Calvià","Distrito D01, Sección S001 - Calvià","District D01, Section S001 - Calvià",,,
20030101_07011_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01_S002,"Districte D01, Secció S002 - Calvià","Distrito D01, Sección S002 - Calvià","District D01, Section S002 - Calvià",,,
20030101_07011_D01_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01_S003,"Districte D01, Secció S003 - Calvià","Distrito D01, Sección S003 - Calvià","District D01, Section S003 - Calvià",,,
20030101_07011_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D01_O,Resta de Districte D01 - Calvià,Resto de Distrito D01 - Calvià,Rest of District D01 - Calvià,,,
20030101_07011_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02,Districte D02 - Calvià,Distrito D02 - Calvià,District D02 - Calvià,,,
20030101_07011_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02_S001,"Districte D02, Secció S001 - Calvià","Distrito D02, Sección S001 - Calvià","District D02, Section S001 - Calvià",,,
20030101_07011_D02_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02_S002,"Districte D02, Secció S002 - Calvià","Distrito D02, Sección S002 - Calvià","District D02, Section S002 - Calvià",,,
20030101_07011_D02_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02_S003,"Districte D02, Secció S003 - Calvià","Distrito D02, Sección S003 - Calvià","District D02, Section S003 - Calvià",,,
20030101_07011_D02_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02_S004,"Districte D02, Secció S004 - Calvià","Distrito D02, Sección S004 - Calvià","District D02, Section S004 - Calvià",,,
20030101_07011_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D02_O,Resta de Districte D02 - Calvià,Resto de Distrito D02 - Calvià,Rest of District D02 - Calvià,,,
20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,Districte D03 - Calvià,Distrito D03 - Calvià,District D03 - Calvià,,,
20030101_07011_D03_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03_S001,"Districte D03, Secció S001 - Calvià","Distrito D03, Sección S001 - Calvià","District D03, Section S001 - Calvià",,,
20030101_07011_D03_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03_S002,"Districte D03, Secció S002 - Calvià","Distrito D03, Sección S002 - Calvià","District D03, Section S002 - Calvià",,,
20030101_07011_D03_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03_S003,"Districte D03, Secció S003 - Calvià","Distrito D03, Sección S003 - Calvià","District D03, Section S003 - Calvià",,,
20030101_07011_D03_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03_S004,"Districte D03, Secció S004 - Calvià","Distrito D03, Sección S004 - Calvià","District D03, Section S004 - Calvià",,,
20030101_07011_D03_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03_S005,"Districte D03, Secció S005 - Calvià","Distrito D03, Sección S005 - Calvià","District D03, Section S005 - Calvià",,,
20030101_07011_D03_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03_S006,"Districte D03, Secció S006 - Calvià","Distrito D03, Sección S006 - Calvià","District D03, Section S006 - Calvià",,,
20030101_07011_D03_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D03_O,Resta de Districte D03 - Calvià,Resto de Distrito D03 - Calvià,Rest of District D03 - Calvià,,,
20030101_07011_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04,Districte D04 - Calvià,Distrito D04 - Calvià,District D04 - Calvià,,,
20030101_07011_D04_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04_S001,"Districte D04, Secció S001 - Calvià","Distrito D04, Sección S001 - Calvià","District D04, Section S001 - Calvià",,,
20030101_07011_D04_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04_S002,"Districte D04, Secció S002 - Calvià","Distrito D04, Sección S002 - Calvià","District D04, Section S002 - Calvià",,,
20030101_07011_D04_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04_S003,"Districte D04, Secció S003 - Calvià","Distrito D04, Sección S003 - Calvià","District D04, Section S003 - Calvià",,,
20030101_07011_D04_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04_S004,"Districte D04, Secció S004 - Calvià","Distrito D04, Sección S004 - Calvià","District D04, Section S004 - Calvià",,,
20030101_07011_D04_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D04_O,Resta de Districte D04 - Calvià,Resto de Distrito D04 - Calvià,Rest of District D04 - Calvià,,,
20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,Districte D05 - Calvià,Distrito D05 - Calvià,District D05 - Calvià,,,
20030101_07011_D05_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05_S001,"Districte D05, Secció S001 - Calvià","Distrito D05, Sección S001 - Calvià","District D05, Section S001 - Calvià",,,
20030101_07011_D05_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05_S002,"Districte D05, Secció S002 - Calvià","Distrito D05, Sección S002 - Calvià","District D05, Section S002 - Calvià",,,
20030101_07011_D05_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05_S003,"Districte D05, Secció S003 - Calvià","Distrito D05, Sección S003 - Calvià","District D05, Section S003 - Calvià",,,
20030101_07011_D05_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05_S004,"Districte D05, Secció S004 - Calvià","Distrito D05, Sección S004 - Calvià","District D05, Section S004 - Calvià",,,
20030101_07011_D05_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05_S005,"Districte D05, Secció S005 - Calvià","Distrito D05, Sección S005 - Calvià","District D05, Section S005 - Calvià",,,
20030101_07011_D05_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05_S006,"Districte D05, Secció S006 - Calvià","Distrito D05, Sección S006 - Calvià","District D05, Section S006 - Calvià",,,
20030101_07011_D05_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D05_O,Resta de Districte D05 - Calvià,Resto de Distrito D05 - Calvià,Rest of District D05 - Calvià,,,
20030101_07011_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D06,Districte D06 - Calvià,Distrito D06 - Calvià,District D06 - Calvià,,,
20030101_07011_D06_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D06_S001,"Districte D06, Secció S001 - Calvià","Distrito D06, Sección S001 - Calvià","District D06, Section S001 - Calvià",,,
20030101_07011_D06_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D06_S002,"Districte D06, Secció S002 - Calvià","Distrito D06, Sección S002 - Calvià","District D06, Section S002 - Calvià",,,
20030101_07011_D06_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07011_D06_O,Resta de Districte D06 - Calvià,Resto de Distrito D06 - Calvià,Rest of District D06 - Calvià,,,
07011_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07011_O,Resta de Calvià,Resto de Calvià,Rest of Calvià,,,
07012,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07012,Campanet,Campanet,Campanet,,,
20030101_07012_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07012,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D01,Districte D01 - Campanet,Distrito D01 - Campanet,District D01 - Campanet,,,
20030101_07012_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D01_S001,"Districte D01, Secció S001 - Campanet","Distrito D01, Sección S001 - Campanet","District D01, Section S001 - Campanet",,,
20030101_07012_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D01_O,Resta de Districte D01 - Campanet,Resto de Distrito D01 - Campanet,Rest of District D01 - Campanet,,,
20030101_07012_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07012,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D02,Districte D02 - Campanet,Distrito D02 - Campanet,District D02 - Campanet,,,
20030101_07012_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D02_S001,"Districte D02, Secció S001 - Campanet","Distrito D02, Sección S001 - Campanet","District D02, Section S001 - Campanet",,,
20030101_07012_D02_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07012_D02_O,Resta de Districte D02 - Campanet,Resto de Distrito D02 - Campanet,Rest of District D02 - Campanet,,,
07012_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07012,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07012_O,Resta de Campanet,Resto de Campanet,Rest of Campanet,,,
07013,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).ES532,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07013,Campos,Campos,Campos,,,
20030101_07013_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07013,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D01,Districte D01 - Campos,Distrito D01 - Campos,District D01 - Campos,,,
20030101_07013_D01_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D01_S001,"Districte D01, Secció S001 - Campos","Distrito D01, Sección S001 - Campos","District D01, Section S001 - Campos",,,
20030101_07013_D01_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D01_S002,"Districte D01, Secció S002 - Campos","Distrito D01, Sección S002 - Campos","District D01, Section S002 - Campos",,,
20030101_07013_D01_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D01,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D01_O,Resta de Districte D01 - Campos,Resto de Distrito D01 - Campos,Rest of District D01 - Campos,,,
20030101_07013_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07013,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D02,Districte D02 - Campos,Distrito D02 - Campos,District D02 - Campos,,,
20030101_07013_D02_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D02,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07013_D02_S001,"Districte D02, Secció S001 - Campos","Distrito D02, Sección S001 - Campos","District D02, Section S001 - Campos",,,
