code,parent,urn,name#ca,name#es,name#en,description#ca,description#es,description#en
20030101_07040_D04_S014,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S014,"Districte D04, Secció S014 - Palma","Distrito D04, Sección S014 - Palma","District D04, Section S014 - Palma",,,
20030101_07040_D04_S015,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S015,"Districte D04, Secció S015 - Palma","Distrito D04, Sección S015 - Palma","District D04, Section S015 - Palma",,,
20030101_07040_D04_S016,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S016,"Districte D04, Secció S016 - Palma","Distrito D04, Sección S016 - Palma","District D04, Section S016 - Palma",,,
20030101_07040_D04_S017,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S017,"Districte D04, Secció S017 - Palma","Distrito D04, Sección S017 - Palma","District D04, Section S017 - Palma",,,
20030101_07040_D04_S018,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S018,"Districte D04, Secció S018 - Palma","Distrito D04, Sección S018 - Palma","District D04, Section S018 - Palma",,,
20030101_07040_D04_S019,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S019,"Districte D04, Secció S019 - Palma","Distrito D04, Sección S019 - Palma","District D04, Section S019 - Palma",,,
20030101_07040_D04_S020,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S020,"Districte D04, Secció S020 - Palma","Distrito D04, Sección S020 - Palma","District D04, Section S020 - Palma",,,
20030101_07040_D04_S021,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S021,"Districte D04, Secció S021 - Palma","Distrito D04, Sección S021 - Palma","District D04, Section S021 - Palma",,,
20030101_07040_D04_S022,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S022,"Districte D04, Secció S022 - Palma","Distrito D04, Sección S022 - Palma","District D04, Section S022 - Palma",,,
20030101_07040_D04_S023,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S023,"Districte D04, Secció S023 - Palma","Distrito D04, Sección S023 - Palma","District D04, Section S023 - Palma",,,
20030101_07040_D04_S024,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S024,"Districte D04, Secció S024 - Palma","Distrito D04, Sección S024 - Palma","District D04, Section S024 - Palma",,,
20030101_07040_D04_S025,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S025,"Districte D04, Secció S025 - Palma","Distrito D04, Sección S025 - Palma","District D04, Section S025 - Palma",,,
20030101_07040_D04_S026,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S026,"Districte D04, Secció S026 - Palma","Distrito D04, Sección S026 - Palma","District D04, Section S026 - Palma",,,
20030101_07040_D04_S027,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S027,"Districte D04, Secció S027 - Palma","Distrito D04, Sección S027 - Palma","District D04, Section S027 - Palma",,,
20030101_07040_D04_S028,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S028,"Districte D04, Secció S028 - Palma","Distrito D04, Sección S028 - Palma","District D04, Section S028 - Palma",,,
20030101_07040_D04_S029,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S029,"Districte D04, Secció S029 - Palma","Distrito D04, Sección S029 - Palma","District D04, Section S029 - Palma",,,
20030101_07040_D04_S030,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S030,"Districte D04, Secció S030 - Palma","Distrito D04, Sección S030 - Palma","District D04, Section S030 - Palma",,,
20030101_07040_D04_S031,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S031,"Districte D04, Secció S031 - Palma","Distrito D04, Sección S031 - Palma","District D04, Section S031 - Palma",,,
20030101_07040_D04_S032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S032,"Districte D04, Secció S032 - Palma","Distrito D04, Sección S032 - Palma","District D04, Section S032 - Palma",,,
20030101_07040_D04_S033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S033,"Districte D04, Secció S033 - Palma","Distrito D04, Sección S033 - Palma","District D04, Section S033 - Palma",,,
20030101_07040_D04_S034,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S034,"Districte D04, Secció S034 - Palma","Distrito D04, Sección S034 - Palma","District D04, Section S034 - Palma",,,
20030101_07040_D04_S035,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S035,"Districte D04, Secció S035 - Palma","Distrito D04, Sección S035 - Palma","District D04, Section S035 - Palma",,,
20030101_07040_D04_S036,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S036,"Districte D04, Secció S036 - Palma","Distrito D04, Sección S036 - Palma","District D04, Section S036 - Palma",,,
20030101_07040_D04_S037,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S037,"Districte D04, Secció S037 - Palma","Distrito D04, Sección S037 - Palma","District D04, Section S037 - Palma",,,
20030101_07040_D04_S038,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S038,"Districte D04, Secció S038 - Palma","Distrito D04, Sección S038 - Palma","District D04, Section S038 - Palma",,,
20030101_07040_D04_S039,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S039,"Districte D04, Secció S039 - Palma","Distrito D04, Sección S039 - Palma","District D04, Section S039 - Palma",,,
20030101_07040_D04_S040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S040,"Districte D04, Secció S040 - Palma","Distrito D04, Sección S040 - Palma","District D04, Section S040 - Palma",,,
20030101_07040_D04_S041,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S041,"Districte D04, Secció S041 - Palma","Distrito D04, Sección S041 - Palma","District D04, Section S041 - Palma",,,
20030101_07040_D04_S042,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S042,"Districte D04, Secció S042 - Palma","Distrito D04, Sección S042 - Palma","District D04, Section S042 - Palma",,,
20030101_07040_D04_S043,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S043,"Districte D04, Secció S043 - Palma","Distrito D04, Sección S043 - Palma","District D04, Section S043 - Palma",,,
20030101_07040_D04_S044,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S044,"Districte D04, Secció S044 - Palma","Distrito D04, Sección S044 - Palma","District D04, Section S044 - Palma",,,
20030101_07040_D04_S045,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S045,"Districte D04, Secció S045 - Palma","Distrito D04, Sección S045 - Palma","District D04, Section S045 - Palma",,,
20030101_07040_D04_S046,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S046,"Districte D04, Secció S046 - Palma","Distrito D04, Sección S046 - Palma","District D04, Section S046 - Palma",,,
20030101_07040_D04_S047,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_S047,"Districte D04, Secció S047 - Palma","Distrito D04, Sección S047 - Palma","District D04, Section S047 - Palma",,,
20030101_07040_D04_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D04_O,Resta de Districte D04 - Palma,Resto de Distrito D04 - Palma,Rest of District D04 - Palma,,,
20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,Districte D05 - Palma,Distrito D05 - Palma,District D05 - Palma,,,
20030101_07040_D05_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S001,"Districte D05, Secció S001 - Palma","Distrito D05, Sección S001 - Palma","District D05, Section S001 - Palma",,,
20030101_07040_D05_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S002,"Districte D05, Secció S002 - Palma","Distrito D05, Sección S002 - Palma","District D05, Section S002 - Palma",,,
20030101_07040_D05_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S003,"Districte D05, Secció S003 - Palma","Distrito D05, Sección S003 - Palma","District D05, Section S003 - Palma",,,
20030101_07040_D05_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S004,"Districte D05, Secció S004 - Palma","Distrito D05, Sección S004 - Palma","District D05, Section S004 - Palma",,,
20030101_07040_D05_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S005,"Districte D05, Secció S005 - Palma","Distrito D05, Sección S005 - Palma","District D05, Section S005 - Palma",,,
20030101_07040_D05_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S006,"Districte D05, Secció S006 - Palma","Distrito D05, Sección S006 - Palma","District D05, Section S006 - Palma",,,
20030101_07040_D05_S007,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S007,"Districte D05, Secció S007 - Palma","Distrito D05, Sección S007 - Palma","District D05, Section S007 - Palma",,,
20030101_07040_D05_S008,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S008,"Districte D05, Secció S008 - Palma","Distrito D05, Sección S008 - Palma","District D05, Section S008 - Palma",,,
20030101_07040_D05_S009,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S009,"Districte D05, Secció S009 - Palma","Distrito D05, Sección S009 - Palma","District D05, Section S009 - Palma",,,
20030101_07040_D05_S010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S010,"Districte D05, Secció S010 - Palma","Distrito D05, Sección S010 - Palma","District D05, Section S010 - Palma",,,
20030101_07040_D05_S011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S011,"Districte D05, Secció S011 - Palma","Distrito D05, Sección S011 - Palma","District D05, Section S011 - Palma",,,
20030101_07040_D05_S012,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S012,"Districte D05, Secció S012 - Palma","Distrito D05, Sección S012 - Palma","District D05, Section S012 - Palma",,,
20030101_07040_D05_S013,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S013,"Districte D05, Secció S013 - Palma","Distrito D05, Sección S013 - Palma","District D05, Section S013 - Palma",,,
20030101_07040_D05_S014,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S014,"Districte D05, Secció S014 - Palma","Distrito D05, Sección S014 - Palma","District D05, Section S014 - Palma",,,
20030101_07040_D05_S015,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S015,"Districte D05, Secció S015 - Palma","Distrito D05, Sección S015 - Palma","District D05, Section S015 - Palma",,,
20030101_07040_D05_S016,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S016,"Districte D05, Secció S016 - Palma","Distrito D05, Sección S016 - Palma","District D05, Section S016 - Palma",,,
20030101_07040_D05_S017,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S017,"Districte D05, Secció S017 - Palma","Distrito D05, Sección S017 - Palma","District D05, Section S017 - Palma",,,
20030101_07040_D05_S018,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S018,"Districte D05, Secció S018 - Palma","Distrito D05, Sección S018 - Palma","District D05, Section S018 - Palma",,,
20030101_07040_D05_S019,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S019,"Districte D05, Secció S019 - Palma","Distrito D05, Sección S019 - Palma","District D05, Section S019 - Palma",,,
20030101_07040_D05_S020,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S020,"Districte D05, Secció S020 - Palma","Distrito D05, Sección S020 - Palma","District D05, Section S020 - Palma",,,
20030101_07040_D05_S021,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S021,"Districte D05, Secció S021 - Palma","Distrito D05, Sección S021 - Palma","District D05, Section S021 - Palma",,,
20030101_07040_D05_S022,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S022,"Districte D05, Secció S022 - Palma","Distrito D05, Sección S022 - Palma","District D05, Section S022 - Palma",,,
20030101_07040_D05_S023,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S023,"Districte D05, Secció S023 - Palma","Distrito D05, Sección S023 - Palma","District D05, Section S023 - Palma",,,
20030101_07040_D05_S024,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S024,"Districte D05, Secció S024 - Palma","Distrito D05, Sección S024 - Palma","District D05, Section S024 - Palma",,,
20030101_07040_D05_S025,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S025,"Districte D05, Secció S025 - Palma","Distrito D05, Sección S025 - Palma","District D05, Section S025 - Palma",,,
20030101_07040_D05_S026,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S026,"Districte D05, Secció S026 - Palma","Distrito D05, Sección S026 - Palma","District D05, Section S026 - Palma",,,
20030101_07040_D05_S027,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S027,"Districte D05, Secció S027 - Palma","Distrito D05, Sección S027 - Palma","District D05, Section S027 - Palma",,,
20030101_07040_D05_S028,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S028,"Districte D05, Secció S028 - Palma","Distrito D05, Sección S028 - Palma","District D05, Section S028 - Palma",,,
20030101_07040_D05_S029,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S029,"Districte D05, Secció S029 - Palma","Distrito D05, Sección S029 - Palma","District D05, Section S029 - Palma",,,
20030101_07040_D05_S030,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S030,"Districte D05, Secció S030 - Palma","Distrito D05, Sección S030 - Palma","District D05, Section S030 - Palma",,,
20030101_07040_D05_S031,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S031,"Districte D05, Secció S031 - Palma","Distrito D05, Sección S031 - Palma","District D05, Section S031 - Palma",,,
20030101_07040_D05_S032,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S032,"Districte D05, Secció S032 - Palma","Distrito D05, Sección S032 - Palma","District D05, Section S032 - Palma",,,
20030101_07040_D05_S033,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S033,"Districte D05, Secció S033 - Palma","Distrito D05, Sección S033 - Palma","District D05, Section S033 - Palma",,,
